Development Costs (thousands)
1613.0954799991114
1592.5830465374593
1647.8700257683838
1718.9086892298526
1606.8117773067154
1579.674716922072
1621.8819457681448
1625.5129615374096
1628.9193692300653
1559.1448023067112
1786.3890080760912
1611.3127161529899
1560.26521653744
1610.2013288454255
1578.7779153839472
1559.8662261529275
1581.1205765374232
1554.5562515375623
1595.3035180761888
1597.3641153838491
1662.6896484607664
1682.275165768301
1664.7855519222862
1636.1173176915818
1691.1920761528809
1642.394569999123
1608.840621537487
1518.4648461530228
1526.1286642298214
1644.5884015376462
1457.4464019223665
1737.4592526913893
1640.9302961527417
1592.402561922259
1654.1681280760622
1560.9164384606552
1655.5741711529438
1789.742841537608
1564.6428915374408
1605.0852546143237
1595.7424892297888
1615.6758199991143
1492.4481084607512
1578.7773065373453
1558.2365180760462
1619.3493219221557
1610.2516276914628
1554.7707649991974
1681.2179534606664
1571.472372691499
1690.1284115376109
1645.1639826915055
1660.0397230760548
1488.3803180759426
1711.7639261528334
1597.341510768185
1665.6359826914338
1482.5537326912875
1697.0505142299032
1686.6570188451803
1570.0094173068549
1653.2393857682418
1554.6497253837244
1625.6979834603383
1626.0615992299229
1554.3259788452915
1674.9624111527596
1752.2206665377093
1567.6382373069023
1652.8503430759947
1766.0131657681652
1597.3084292300703
1657.6155438453109
1621.6463811530637
1530.3292519222755
1718.7290484605955
1691.2306396146435
1562.4331730760816
1661.8048499991485
1614.5526173068336
1557.976437306677
1633.2034503836162
1469.0107238452338
1578.8345615376838
1490.5559411529566
1534.8323746146064
1497.0775446144085
1527.597448845427
1441.5284873067421
1595.873746922263
1459.5415449990855
1529.0768030760378
1525.0902065375415
1582.62628615273
1585.6659353835714
1660.5174111527285
1700.997013075963
1604.5593253837258
1720.1306196145238
1579.9025546147145
1712.188665768142
1545.3802761530444
1742.644682691506
1609.9504269221945
1620.1904311529104
1454.1068280762133
1631.4464180759705
1568.393220768477
1681.169169614574
1684.333731537424
1574.9558246145632
1593.6456534606232
1619.7446676914435
1535.9674792300245
1626.9658692299788
1505.8148623069503
1677.7240592299404
1675.4822361528236
1744.1106323065817
1625.0977765377193
1514.0283992299096
1412.3770753839312
1462.5440153837903
1562.8316573066302
1406.8894419222693
1562.5591880761358
1562.7261749993206
1612.925844229993
1652.0177607682087
1576.4963826912817
1514.2661230759895
1534.1052407683062
1636.862692306791
1630.8546538452379
1549.2368076915027
1632.2992426915796
1579.779035383761
1528.3412884605912
1661.8378092297385
1503.8113903838155
1557.400886922222
1589.183141922244
1695.6669949990378
1437.41309230698
1695.2647234605402
1569.8901403838308
1503.6124538453223
1539.5222992300464
1684.4858680761115
1521.9498646147256
1580.5223669219915
1572.6430865375069
1650.2317788449943
1632.0995126913735
1583.4402399992696
1608.610636922183
1598.5827034606168
1460.158891152939
1693.3246219224009
1560.4415623069815
1596.665422306973
1637.8445580760306
1686.3165630760798
1633.4547692298777
1688.0100915375772
1641.989829229918
1658.904377306849
1671.2833523067768
1822.9322107681348
1484.9885249993142
1624.04604461459
1881.4002823066019
1673.5996342299313
1639.2973326915944
1658.2852811528285
1724.1876873067813
1581.971194999032
1490.3835073067742
1536.24841153769
1671.8588734606506
1733.5199865375546
1673.3090042298768
1516.972051922242
1619.8732496143189
1585.9464196147005
1609.0640726913634
1592.1936176911627
1556.114628845265
1620.9824942297867
1682.3165626914868
1618.6918880759317
1652.1951692299917
1502.2102361531884
1663.311684614449
1574.1440803838448
1616.8532715375306
1489.5009061531302
1686.064034229876
1557.854355768236
1563.8112334607551
1748.468603075991
1590.7105580760092
1654.8596165374763
1652.0267353838672
1621.7757765376937
1642.6862503837042
1527.4380649991774
1561.49601846043
1617.3243180761742
1580.9508653835887
1571.1749149992206
1569.4475696145987
1690.8720846146107
1694.4986942300125
1581.3642149991624
1586.4583615375957
1603.130688075856
1722.8506892297016
1546.5928399992708
1573.592842306852
1643.1656307681624
1679.975238076008
1688.9949861530777
1508.4598488453394
1677.60932307581
1534.7481980758546
1577.7033746145544
1466.9799996147085
1692.2095026914874
1606.107121537359
1467.130624999361
1519.45416846071
1640.6126557682746
1772.74876884495
1736.7436584604611
1519.0860692300137
1578.8755196144893
1628.4687765375336
1642.0194823067495
1432.5349307684053
1636.9229353836909
1544.2087553837443
1572.6469180760166
1672.514716922294
1751.9814530757026
1709.222944229829
1678.6978861526309
1575.101802691189
1649.4703203836755
1629.474968076062
1653.8170357683864
1735.5428484604874
1515.8014419221145
1689.6722638452266
1535.5508599989546
1613.9370734607728
1530.7654738452989
1551.178110768394
1642.674417306823
1525.6030223069342
1548.3844373068118
1608.468866152874
1676.3190880760546
1607.718910383719
1631.7178942300318
1745.3302115374509
1675.2260153837508
1538.9424619222268
1692.4104780758394
1668.0031019222372
1497.5310603839246
1521.9884173068212
1640.1814465372845
1739.6737076914083
1647.3821465375265
1569.6335115374857
1426.3022242300115
1689.430057691314
1649.6744049989709
1544.6301830762557
1532.8900857683338
1494.0025842300784
1590.7376869222367
1634.699775768528
1585.000361537443
1617.3416076911972
1683.3131626912864
1453.6983592298336
1546.4435438454284
1623.851765383733
1581.7582523069495
1539.7732888450416
1717.5552626913286
1624.8332538452028
1561.5856511530867
1627.9973334606964
1661.302528845327
1576.9400834608082
1686.1248361528308
1757.8738665376063
1418.9030726916171
1554.5975630758232
1700.429771537386
1644.7857619221645
1564.230720768477
1562.1112957684215
1635.028785383649
1657.0033576913227
1672.748489614526
1654.4164992298947
1422.5052626915601
1478.4918396146038
1738.2463288450522
1722.1412819219902
1538.6815253837142
1664.389058845393
1657.5473242298058
1618.705804230032
1747.5434115373264
1592.851341922333
1597.8174796144424
1621.7609796144864
1615.0870523066776
1657.015071152982
1585.3451503837405
1495.6754796146713
1615.777741922152
1691.291849999119
1533.7063380761979
1531.222507306774
1661.5549684606312
1733.844931922329
1723.2639161530108
1604.1404169219518
1597.1108661527667
1576.3312311529996
1618.0434434608414
1612.7372230759397
1613.635878076081
1691.2583676914546
1724.2691807681458
1511.446744999139
1673.9272988453536
1529.0934680760035
1839.5345946142477
1567.5789126915895
1554.2299561530915
1682.9698419221277
1590.4061796143433
1704.8190338450925
1687.0342723066037
1511.7620534604025
1785.6137765374783
1644.5900903838424
1549.9323030759222
1661.1172896144485
1750.313286922272
1601.5311273067748
