DL_Eng,DL_EKM,T_Acc (MBSE),T_I (MBSE),T_Acc (LFSystemSimulator),T_I (LFSystemSimulator),T_Acc (CAD),T_I (CAD),T_Acc (IDE),T_I (IDE),T_Acc (ECAD),T_I (ECAD),T_Acc (FEM),T_I (FEM),T_Acc (CurcuitSimulation),T_I (CurcuitSimulation),T_Acc (new),T_I (new),T_Usab (new),New Tool,Cost,Lead Time,Effectivness,Average Iterations,First Pass Yield,Rel Cost Physical,Work Efficency,Average Consitency
2.572275923246984,1.5250470165009689,0.3804130509504949,0.3349104817850701,0.6658255710215879,0.1492262071760732,0.5915714006802738,0.651451651622161,0.1931512213909935,0.4071525435091354,0.3493648943330006,0.4129512554419824,0.3042502522862639,0.0088918100905832,0.8760739336283931,0.8416451494045638,0.7356040215792506,0.1997026499810237,1.206426821225853,False,1385.7,93.3,0.343,6.8,0.118,0.71,0.385,0.624
1.83144867209933,2.090589420370021,0.1294890742406607,0.3920190513032037,0.4878230447828767,0.9044786635239432,0.7677722656866657,0.8471967052258665,0.2724467584095049,0.3884003200395065,0.2651185015283522,0.2539536514537386,0.1921943957801932,0.8673182388661406,0.37466200563822,0.1942123499600176,0.4707979957907592,0.1487847708309464,2.2577739490397133,False,1423.4,95.5,0.318,6.2,0.089,0.739,0.515,0.676
2.0142515346207217,2.5255013342745887,0.358974859562662,0.2851680320451201,0.4635015644419801,0.3664047872946244,0.7855856542104105,0.3960348880515692,0.4686985170841399,0.2183209851015611,0.7401940748672738,0.4164697342062741,0.7645072687959024,0.632025217783169,0.8818009035655215,0.0658973629050999,0.1348730902755893,0.275296143325362,2.502652094129595,True,1465.1,114.9,0.329,7.6,0.097,0.656,0.486,0.63
1.3458700900350935,1.278223813423035,0.4583618123829475,0.0543608766371822,0.4528700242550925,0.6124197114416357,0.580708174764564,0.1788558782283213,0.8815112495961157,0.5832797661170793,0.8864792623455487,0.556238527846427,0.8619624120462355,0.8200584282728409,0.4951748695039447,0.894487623461425,0.2694984921978581,0.5369891021509184,1.8403196357296223,True,1901.7,151.8,0.307,8.5,0.106,0.59,0.51,0.543
1.5126034907271504,1.0836844085312618,0.6756006160428278,0.6236602687926459,0.8480351165390306,0.5805581353704204,0.6233771159370198,0.1381916397595223,0.1018517964479542,0.4287792736215224,0.3704338258832104,0.1966573029986915,0.1481027156352119,0.1293223366553789,0.181542884697149,0.8437686169282161,0.3893702992994954,0.7430952485946056,2.236430080865035,False,1750.5,118.9,0.323,8.1,0.112,0.645,0.395,0.514
1.6602156637904053,1.193500196710978,0.5574364862715693,0.2715212898818308,0.2108094170320766,0.625808564579597,0.2097095179100198,0.5587518981285912,0.6204702297911778,0.208509227371501,0.248080782096643,0.8648489066965354,0.8713492485998604,0.6598690988617437,0.7617210408041059,0.1385865811058388,0.8220819232729436,0.1125370608277011,1.2681640354185546,False,1611.0,108.1,0.329,7.9,0.085,0.665,0.428,0.584
1.8159666273296875,1.0792512048754015,0.1559115286669415,0.5177714145924145,0.2533786585190324,0.0854373617814785,0.7720328272472803,0.1551037659282153,0.5060438176600985,0.3392619228817299,0.5025762494029565,0.2544020644368843,0.3432251566677661,0.9826698670881128,0.2747846573239561,0.818354549788104,0.2740612927191294,0.8316775803099142,1.9961702377451247,True,1874.8,150.4,0.285,8.2,0.098,0.647,0.447,0.525
2.7420002412181192,2.664903559819655,0.7336809925654203,0.2865402623844068,0.6716458992869497,0.9179136708423902,0.6423007322741617,0.6631673452176604,0.5228220984892399,0.5056312936190053,0.8025333112342249,0.3638673239278505,0.5999595413331166,0.6797946852929185,0.7385206062024853,0.2998481530760808,0.3933354384837878,0.1331683572045381,1.0096404246041495,True,1253.7,94.7,0.368,7.0,0.138,0.684,0.456,0.671
2.7540441300916125,2.808019086569595,0.5184933152898598,0.0520128616293123,0.5556363518241026,0.673345722196859,0.6004494826379365,0.0468604402282296,0.8909550743694836,0.6254269542174417,0.2462891704342857,0.9445057811270088,0.7156003100295307,0.8878318222919704,0.2247611807232857,0.6521053231818237,0.1339278148330644,0.4068709632184616,2.160334181259634,False,1325.2,86.7,0.342,7.6,0.147,0.72,0.448,0.594
2.0581647259139286,1.6554836550020309,0.6734044873461519,0.8458655523129677,0.3077468752098981,0.2086368560380884,0.1297171243176575,0.0298398241670022,0.2101485781813228,0.0012020330015125,0.4152543665069075,0.3200637453530935,0.5360830212120162,0.5786044766896389,0.6563558369516258,0.8119362322325249,0.8984175796424537,0.5771500798037248,2.5609009671548337,True,1356.4,108.3,0.36,9.3,0.161,0.578,0.452,0.533
1.7012569543281848,1.683641195707595,0.5163569283698134,0.5648116549675792,0.5660747971062519,0.9115265551002892,0.7020559144937889,0.2120255743677303,0.3346388778772844,0.1076141715261439,0.3271369959956859,0.1235065648855616,0.6444925683135789,0.2025247535752541,0.4369371990389684,0.1170992664637664,0.3558378420708078,0.0414496654987219,1.4751484390526544,True,1621.9,130.6,0.336,7.9,0.129,0.625,0.44,0.562
2.2486750782289384,2.891096446446684,0.8557119553829673,0.4567353958049042,0.7936599841156122,0.3218036925760913,0.2645356534692946,0.4786558122444074,0.7206191574985588,0.48870116889277,0.8373302762755152,0.2508879618841206,0.2305504222588436,0.2413798658007415,0.7889078524971419,0.3174252220757608,0.539231712026093,0.4749275324461625,1.087951440264167,False,1283.4,86.0,0.354,6.9,0.121,0.719,0.44,0.663
2.45963474205237,2.9826967236403985,0.1539531853850119,0.439323524516388,0.2060298306621657,0.474357530231083,0.2529853438211787,0.1363941866375648,0.8232566058065052,0.3382766052719853,0.6472693147558852,0.5397490370878772,0.7384603476686998,0.0534324882896719,0.4172349503643501,0.7806678637454647,0.8271305057556534,0.3402597205165288,1.7992736974833368,False,1455.4,98.5,0.314,7.4,0.087,0.728,0.445,0.607
1.2224308535927453,1.9864497615376604,0.8287172628184859,0.7536532319464156,0.7423863259558922,0.7257650006997225,0.1252773261709283,0.484264191417248,0.8101510216451995,0.1397143179903161,0.4708521076718529,0.7378155314466315,0.2398426634321536,0.0155338390007657,0.4534416774270594,0.8882256212435656,0.1392480001206641,0.3338953062905714,1.5904931226343515,False,1580.7,109.8,0.343,6.6,0.097,0.679,0.534,0.657
2.032416913567473,2.976887502284757,0.8240690391904136,0.872997785852347,0.2373822790827363,0.582117173658917,0.5138689526983237,0.5485798418963569,0.7940887765718828,0.4194847545933248,0.6127586516589465,0.6734874097193282,0.1665192507522745,0.2790513537595549,0.4064047976786126,0.423810012808769,0.8606783017069901,0.7235928492774922,2.525444359005887,True,1225.0,95.8,0.371,7.0,0.126,0.646,0.525,0.709
2.6704936044920613,2.241173439715304,0.1045192379291379,0.1337278869465881,0.660891869791601,0.0792166867568044,0.2365528634333596,0.8174380953844962,0.8502441197633495,0.0767864666523453,0.1655809845010144,0.8597044417014468,0.5241367500113142,0.3805929648565367,0.4432381535401312,0.5424389469581583,0.6163212472443531,0.4346551767541061,2.109005132728361,False,1333.1,89.9,0.333,6.2,0.1,0.739,0.442,0.682
1.35380324990257,1.100720232093222,0.8827436210937453,0.1380203784721442,0.5572617302279097,0.6366008961335662,0.4229118088968444,0.9132100537556398,0.558357507963321,0.6101943760346366,0.507377671503323,0.6152056938992351,0.7556665235427624,0.6537475774053295,0.1686130466782172,0.9733493920711374,0.5158466751500478,0.5834810457931248,1.5405916098331145,True,1678.8,132.0,0.34,7.9,0.109,0.594,0.507,0.612
2.7461121127442167,1.6710069519006652,0.7997657447217326,0.7324200639322892,0.6636294734500663,0.9205544466956472,0.4267164394052826,0.4380832311189778,0.6273250715117874,0.4951653099248349,0.8494277819053769,0.2109559729253076,0.7612270648282835,0.1935563764436631,0.2543447685031862,0.3515420580353167,0.8171811659069913,0.4464113096105362,2.025173925358203,False,1412.1,95.5,0.328,8.3,0.109,0.719,0.392,0.598
1.8967258368483688,1.367412968896037,0.7871242369009018,0.6857475544430713,0.1149400294118273,0.485085038410497,0.2459573284281602,0.9368354428495744,0.3921250649324527,0.1002383574712037,0.798883617771187,0.4744346680756564,0.2380990403605697,0.573890820711564,0.301264120662791,0.1841032126917924,0.8803362335667128,0.7618915953179992,2.446052560119025,False,1379.3,94.2,0.352,7.3,0.141,0.698,0.429,0.62
1.704327393455809,2.614964094082405,0.277376335861997,0.713735899309946,0.2668163083105076,0.3540187733304158,0.3724474168498908,0.5505308312249831,0.6345304013767641,0.7492571403328756,0.6962010753798114,0.0918867617775841,0.4275349487862582,0.5911514852938677,0.6658478498303443,0.5012830284572581,0.4431481494504796,0.4002660595645864,1.368718833233785,False,1576.4,110.5,0.305,7.0,0.089,0.734,0.523,0.663
2.5710490880972454,2.229668490336844,0.471937723940373,0.5101674647019773,0.8511062102451404,0.8231776158142349,0.1017633651540184,0.4564413170033725,0.695072323589766,0.2749143448013552,0.482644376603485,0.2969673069052135,0.6289557347068354,0.8856504788955702,0.744689990643595,0.0129671818308722,0.3784686704967488,0.6040690784533824,2.248898295877522,False,1315.5,87.8,0.34,7.0,0.09,0.731,0.447,0.632
2.279763120898566,1.5438469996637436,0.7931498080548924,0.6540271884134178,0.2437361348143841,0.0527529910950408,0.7761280279694948,0.1572735971772741,0.4501993248598911,0.2824678938194135,0.6070930698793289,0.4078402232920238,0.2319863441088945,0.9505029212464736,0.3427847560346173,0.2188962143865177,0.5153398014520326,0.7377284392228587,2.0133287155737847,False,1470.3,99.0,0.323,8.1,0.08,0.705,0.401,0.55
2.466568060079142,1.4137982027665106,0.8681699099572121,0.313389758939662,0.4396525663040462,0.3401295838389294,0.788672838496704,0.3657595844107622,0.407114227626102,0.6402640795804252,0.6312679719942049,0.7352220016450084,0.4786113891716514,0.4910920525676338,0.3794326133335892,0.7671718918694085,0.6964800837683625,0.8015483623468026,2.8920685944128515,False,1357.8,90.0,0.363,7.8,0.158,0.686,0.38,0.571
2.237635650297565,2.636230588456945,0.3937218457814233,0.3853396482797488,0.7968679968041931,0.4445403131711986,0.1947862858197574,0.6051481350021577,0.8275102710938664,0.0536236772748219,0.6640257907174724,0.5618014079372583,0.8425677338515379,0.9005072413946634,0.8572018580970522,0.8815290096323323,0.400478273188997,0.9072211749112826,1.736507440168221,True,1328.1,101.0,0.345,7.3,0.109,0.683,0.514,0.663
2.146773052965389,2.178074585805474,0.558944412320434,0.0306864463598662,0.6858252786869199,0.6789001594708789,0.269603543493068,0.1288425333465638,0.7483277984986347,0.5223004285409316,0.1043969206359383,0.5577406469582739,0.6792262984054844,0.1072648367239051,0.1606079195218869,0.0867586260280229,0.8430599376774187,0.9546323459539432,1.2870976499564333,False,1468.1,97.0,0.328,7.9,0.128,0.701,0.418,0.584
2.146324638372584,2.8467813034921634,0.1818163674971783,0.922266561045008,0.1055699773048983,0.885514252518522,0.4521733314073066,0.3524627789167733,0.6804576051905318,0.0890720685236122,0.7083724683502288,0.1894813497846333,0.8029910724500608,0.8898384857238363,0.7110516508826351,0.0352506733964898,0.7267326817924642,0.4407976818135588,1.6679237497749897,False,1385.0,95.6,0.324,7.3,0.101,0.741,0.492,0.642
1.9639721921490247,1.2309261093862194,0.7973958710669207,0.1763962661861954,0.698121535741362,0.9626970329570936,0.2233642381963312,0.6455586785984003,0.4534477821104173,0.2722422556462052,0.5506560508540143,0.8191853680317623,0.3815288515926155,0.9240410515553648,0.7556853605377949,0.3893862639579581,0.4524140583044435,0.9543164064968792,1.926547257604169,True,1482.8,112.6,0.337,8.1,0.112,0.639,0.463,0.582
2.448039836457659,2.8055166775089213,0.2387349881112908,0.2077496026192477,0.1193005076190206,0.6938010197056612,0.4552797947843502,0.7766383139709059,0.8204449605054733,0.8986874339195459,0.7265058392674968,0.7691635013182989,0.1170679401270862,0.2274250583050488,0.1343204612224254,0.8568681683838296,0.327049331286226,0.4533176249982431,2.529672403671135,False,1324.4,92.0,0.336,5.9,0.118,0.755,0.481,0.722
2.0916581808279493,1.7734722068926403,0.20981251120206,0.6202558602886108,0.6704001547491338,0.0982684610605699,0.1537050224362746,0.5030051948258285,0.7115460423590826,0.421797596358421,0.7750730217244909,0.2469591827387094,0.6330928569994325,0.0814104957764868,0.3897884565673064,0.5278452251263509,0.895668107888072,0.6877047396972654,1.7929841982098818,False,1452.5,99.1,0.327,7.2,0.116,0.718,0.43,0.633
2.2456695579899746,2.631287137525061,0.2758671259440577,0.9985216696981154,0.5452837225712829,0.5427832213830018,0.2729157234923358,0.4740171315682366,0.5628426224629032,0.4390544057264094,0.5214712189446964,0.2621073265182155,0.4152152334418288,0.7473071334417448,0.5389325597717123,0.1369099787757197,0.111580567892186,0.8538227633919647,1.5547433613702024,False,1435.2,98.7,0.318,6.9,0.125,0.759,0.491,0.666
1.226330530689515,2.4871382510770035,0.7032575110455713,0.2529109372663817,0.8163629235943564,0.864706905075402,0.3482719484460628,0.3059583448767933,0.527909734403265,0.7082282058211866,0.7977438134584401,0.2711885811118709,0.8646642998293403,0.688197923626737,0.338543501822896,0.9496197051776474,0.4164764963723872,0.4555985868192481,2.440795673875743,False,1643.2,110.4,0.326,7.3,0.081,0.672,0.556,0.63
1.0351270557559784,1.8781247857948564,0.4861745393000404,0.9901027167389332,0.8993474724767009,0.0522517998173454,0.2947805580954665,0.9651999425096276,0.8249764805516285,0.6463726390102917,0.7966607763679052,0.4871269271189413,0.2964363795295308,0.8708955762718714,0.2791800889101389,0.5677965784454052,0.8455212722451406,0.0122178955495924,2.7493918772166674,False,1556.6,110.3,0.356,5.9,0.12,0.673,0.617,0.704
1.3243591195429394,2.405522054837907,0.79087260133913,0.8970733005038092,0.3357421047519255,0.9553047803398296,0.6840451960648594,0.2967122346707528,0.5864568885440383,0.9224350672318344,0.3499687264146397,0.6038701548965683,0.5809429823601601,0.8079842226684272,0.8963832782181141,0.3584691467640997,0.1214413874268322,0.8730397484815345,2.377415453115667,False,1426.1,97.5,0.351,6.5,0.12,0.693,0.554,0.657
2.110842477019961,2.286841355557633,0.8509709607872832,0.9142924281618492,0.1201740449822589,0.9652615293405624,0.1571745635186205,0.3304209485466944,0.2662599815277097,0.8010856730394773,0.6845279169008316,0.5324438389064367,0.1957956292665754,0.6516846526989016,0.8396534873616396,0.9955408336026004,0.210947837403663,0.9456087486870356,2.60721893310036,False,1327.5,92.3,0.329,7.0,0.077,0.751,0.484,0.664
2.784148881939589,2.1982407165659468,0.6977570915933557,0.3614528633121046,0.8691691108395782,0.5347633119808246,0.2796994433627407,0.1373261966594174,0.5159476678905922,0.7378056111337102,0.4610648728160034,0.6653364813690704,0.1096112868135407,0.1656894060914756,0.418989295178686,0.4545885168831657,0.5210917263562747,0.6683568572572258,2.2252539819292307,False,1345.6,92.0,0.343,7.2,0.145,0.725,0.408,0.611
2.0541951687801445,1.426824974594963,0.730326276768996,0.0220714658010804,0.2880196218255015,0.7224120661972744,0.5987255195447474,0.2974303145877163,0.6640574808200765,0.4470521085473558,0.1462442233986966,0.902508199802906,0.8855857001066196,0.1425075931385471,0.6553360091718556,0.355780726209721,0.2952185957364907,0.8342964725294219,2.33377094764428,True,1386.1,107.7,0.365,8.2,0.116,0.6,0.41,0.587
2.6100792601616707,1.4691559903272238,0.7114270414554136,0.6754255589520309,0.212446988761987,0.7736110256946581,0.4676479375036374,0.8002100829832524,0.3728834265724493,0.0076026878804196,0.1092214696505204,0.7271597793132284,0.7362012868675339,0.1673639544913426,0.2458893519212837,0.0670453092600938,0.7501260560605644,0.5707314733862631,1.5932555550811554,False,1298.9,88.5,0.362,7.3,0.123,0.707,0.387,0.63
2.931313672978097,1.6152480637974862,0.3809106841950108,0.8271932331043834,0.5615597936978849,0.4923568785442819,0.3679282628776747,0.5927480232258476,0.879009804135206,0.5592441839145578,0.5980426650466022,0.6859701682179239,0.5547194271736906,0.9785995721779636,0.5023688452340902,0.026560000963004,0.1994266833380796,0.6913604671815149,2.849121342988276,False,1375.9,97.0,0.31,7.1,0.073,0.759,0.456,0.648
1.45176686301908,1.1156612009502052,0.3945884264268612,0.8709783761116993,0.7804555625166301,0.4961929459744876,0.4764404412374117,0.0668660396539107,0.4276069279768412,0.0181251007193143,0.5429590995228035,0.1863062665631858,0.5703863871059415,0.73421102904955,0.8212170803881191,0.2779513990574651,0.6665798167479455,0.94463428902932,2.99885690660253,True,1893.2,155.5,0.297,8.5,0.087,0.603,0.491,0.501
2.2575321014139824,1.8595288344099807,0.1754327681233554,0.2782349631512434,0.3025147053019346,0.0708820586528952,0.3262603683618839,0.8376370733533104,0.7875462880302339,0.7177940322349791,0.7909900849207548,0.7327603861498359,0.3624274487834862,0.1449032388980909,0.2915290418062924,0.9131689405589024,0.7716669267535626,0.161096539140585,2.4694788191855226,False,1505.1,113.4,0.329,7.0,0.096,0.738,0.464,0.696
2.96124411081222,2.842570004152841,0.2110569375598824,0.4870780124052,0.7958288651087017,0.9737845129213468,0.8599422643253904,0.8429202922710803,0.8179184993416508,0.023383301788181,0.6274217937961127,0.3798320015916714,0.2252201673905408,0.0189911925428317,0.2803910450474348,0.6481080798793499,0.5964374505648425,0.752728614031122,1.2632493463545753,True,1249.1,95.2,0.358,6.6,0.138,0.691,0.479,0.696
1.8370437966462547,2.341871200639432,0.5427908966052759,0.5375503776939495,0.1130824344695513,0.4106898015531705,0.4096629542790049,0.5427663526770451,0.5855759534869999,0.6373261363832377,0.1880624940360311,0.4393973139925449,0.1119748621886189,0.0395522172520637,0.5775152832186218,0.6129963497836933,0.8338990341035054,0.702929462462199,2.4931236766099723,False,1437.5,98.3,0.327,6.7,0.102,0.724,0.47,0.666
1.6765874843578847,1.7577958464501062,0.8372479541557397,0.3565609688560127,0.2293024726511116,0.5308397572896415,0.5897579426366409,0.3086937040354677,0.5785494619876451,0.7118180132842549,0.5885264625345289,0.032823961302467,0.543650013501969,0.0197101948604091,0.6014334566247926,0.7870009118877597,0.7453281295686126,0.8626593779547829,1.9718734379753489,False,1591.3,109.2,0.312,8.2,0.07,0.687,0.442,0.569
2.551570541762482,1.8027696791484369,0.7788695190525192,0.5719295377637462,0.7353739336177657,0.2490998635926642,0.4583426272256379,0.9429256503180986,0.7023677805575153,0.586715748155773,0.608169745138883,0.6754513038810807,0.463686034611248,0.5548292194274335,0.2572650047332806,0.5090234553074403,0.7847258251865796,0.9664547317530936,2.3532153937977323,False,1276.5,88.0,0.349,6.9,0.114,0.737,0.447,0.681
1.283012933474376,1.62031326881183,0.4541301807510498,0.6019124901001666,0.7287971152809135,0.2297809513862838,0.2249728169531676,0.8893518354060321,0.4948918773857943,0.9187162129576738,0.5007393140554537,0.4417194155122431,0.2532983189991098,0.07420865507355,0.6221577911989795,0.5948536414326252,0.4687610231240796,0.5115352040077277,2.947367313890409,False,1513.9,106.3,0.349,6.3,0.101,0.677,0.532,0.668
1.952098442601824,1.6942272045139766,0.2589217129842198,0.9030097681461148,0.2025406998614222,0.8977887760956749,0.4188135162963187,0.3231506094068838,0.605775757114061,0.3466922604632708,0.5741233191034362,0.1115813870053089,0.3670607707934653,0.3211827284775296,0.3863597640368406,0.4933665111306725,0.2689212801805897,0.2387783855685796,2.3027162092433864,True,1535.9,124.2,0.329,7.4,0.118,0.658,0.466,0.596
1.8732870293104595,2.306955566300841,0.5153509769616724,0.9425769374475612,0.76060146387058,0.7117594899033111,0.7177718969636144,0.5711950700380172,0.4722838864368044,0.9784816930995932,0.1117032964970874,0.6190457199553399,0.8289056967249432,0.1369131254137119,0.6488688393285803,0.5522686220498775,0.5759044415720237,0.316250116309637,2.8113777735721706,False,1241.8,85.1,0.36,6.2,0.101,0.729,0.495,0.694
1.5699996750445249,2.0714301575178,0.4799874420190203,0.5702591363380465,0.8137264622383852,0.2432670781604379,0.2779623037397828,0.573140108906452,0.3798231251032669,0.1301973042172414,0.198345956436895,0.7730001786440316,0.35272319448432,0.5808659086729147,0.8360700826771832,0.8235792905489807,0.8199208576641243,0.197176018172257,1.0035165311014689,False,1378.1,93.3,0.358,6.2,0.116,0.699,0.504,0.66
2.641285837381099,2.0679559358257804,0.5677695188443967,0.4607731878160545,0.5944989022782967,0.0324241569337639,0.8980378720287047,0.6547272016793799,0.5934316395992948,0.5975934875604315,0.1979297336945056,0.6476051255947857,0.5737050400687098,0.4639689952855403,0.2210741499854373,0.9307080700700124,0.8167443019381498,0.4560862185781884,1.6705913600812456,False,1281.9,87.7,0.348,6.7,0.096,0.739,0.44,0.667
2.382287583918945,1.052759167350142,0.1247879235502436,0.6143732146232425,0.7736521920508664,0.2768088823105192,0.3602136893483316,0.3713416853090098,0.6796167996191265,0.2837802946202897,0.4190416213099917,0.7712535282937295,0.1275467844204583,0.6155571726055724,0.1201057714554943,0.81317778342416,0.8286130642541403,0.7273342131026101,2.8692915465679136,False,1749.5,120.2,0.28,7.7,0.07,0.721,0.382,0.556
2.315148807491961,1.330543475916905,0.3450423470701801,0.1548214070225963,0.4461370780597394,0.7822074589589804,0.8800557624949538,0.9473325898332656,0.5003996243493817,0.122638904921925,0.6588666983584195,0.9795868252550504,0.1162586464653735,0.3079121722345967,0.8170868155278344,0.3764596989126446,0.3689313496379175,0.5913413187384091,2.6378154574722856,False,1421.4,94.3,0.338,6.6,0.097,0.713,0.405,0.647
2.1624401303141205,1.363177346378709,0.154846289102495,0.7520959427468984,0.5984263816033324,0.2934462822460432,0.2476076015352353,0.1118930388029009,0.4645688224641994,0.8094860311486586,0.4972357327711983,0.4440555851688299,0.6658320836086153,0.4578628121828825,0.8619465115021766,0.5838777781876834,0.4672278267769973,0.1414783907583152,2.518744902107879,False,1609.5,111.3,0.295,8.2,0.105,0.711,0.413,0.559
2.127874549958394,1.9512594285708933,0.1802239404594403,0.7900491699973708,0.73376068381196,0.6022015771862842,0.7164917143764652,0.3419466714054132,0.1606829614539388,0.9554203516107912,0.3169552581562884,0.4374190395820312,0.3453064656418547,0.3909995828260842,0.8860935802159277,0.4572279735654214,0.8924110306138867,0.8669628473496679,2.171962441309433,False,1451.1,99.9,0.311,6.6,0.088,0.749,0.477,0.646
1.201279470209934,2.6417553828055835,0.8276341637276303,0.0179325608573856,0.8521831714669721,0.8798958809151876,0.3880488049888525,0.3685339026860477,0.1241021751971577,0.5960231860985609,0.6570799455904193,0.8318259644127992,0.3857051359032731,0.7870045208792307,0.8314408122650805,0.6388637702769575,0.2294864360789854,0.8954009917215547,1.9601972354485435,False,1512.8,99.9,0.364,6.5,0.129,0.658,0.551,0.64
1.7801251307405592,1.6976899267377177,0.5380342363427734,0.6429316225906166,0.3511812523755523,0.1429451535310316,0.6249275016594833,0.3281380826221247,0.64915368364305,0.760723240973192,0.172375020046291,0.9011870554531924,0.2065719505090474,0.841554486052113,0.7770445876877154,0.6109600777913792,0.6793325610241776,0.9745700542090872,2.032038206908436,False,1446.7,100.6,0.331,7.0,0.102,0.715,0.488,0.62
1.4193952353987391,1.0430552834910072,0.5576941256445227,0.0733301477823896,0.2927142395676044,0.2261058420671902,0.4152681881561771,0.9105799085515248,0.6609588809074246,0.7530020057161747,0.4800290653788527,0.1629685722132596,0.5716873251131138,0.5384585520057631,0.5830067082508865,0.891678202068755,0.3195857108376018,0.0615620509447695,1.7834396660422636,True,1873.5,154.7,0.316,8.3,0.112,0.58,0.466,0.591
2.153863365558044,2.28414944866737,0.2749658392685371,0.0163859055210225,0.1499719066821296,0.4182297126888392,0.4130040096053775,0.0541359307932383,0.1296957723648901,0.0620348815355138,0.8779562731815983,0.9648300458470268,0.4186406237624608,0.7472054413810472,0.5372610937231421,0.6443295612506086,0.2194627421951498,0.3739344759425906,2.622167979779396,False,1493.9,98.4,0.324,7.2,0.128,0.716,0.445,0.572
1.8489994118003903,1.1654274288182165,0.5803388119637658,0.5355830607231511,0.833212676698814,0.4480174941394371,0.3702393151872835,0.7482810268290722,0.2892863218030627,0.1055463106426636,0.5845090454061705,0.1718861607770083,0.2124619882361394,0.7601099018493198,0.3636602204027196,0.4138626135086601,0.1782875865102025,0.4149214953942673,2.9872854574294294,False,1551.3,103.7,0.324,7.9,0.093,0.691,0.411,0.571
2.4962975120340705,1.577735220837388,0.6493420354710326,0.316147715046295,0.7434308968090497,0.335091388458308,0.1132599835899857,0.1309046634949107,0.8577010782260613,0.8571241625765804,0.4985981048080877,0.7186574677259854,0.5226730297102967,0.2124021010568376,0.3259598076580259,0.910374602532645,0.5720526014951933,0.7285927777286922,1.9246174237482268,False,1446.2,96.3,0.328,7.9,0.131,0.702,0.395,0.574
2.50502793794281,1.2158055721624672,0.5820882133254158,0.1069445258243819,0.2205752103359628,0.5467932454594281,0.4307375808994452,0.009369181888932,0.296551848131474,0.5739425296823109,0.5758150354367245,0.534611638661153,0.1427359342024842,0.7806424001946796,0.7621559922646758,0.3692431990745048,0.7884857453337458,0.6196023140961583,1.0569346099834729,False,1768.3,116.6,0.279,8.9,0.085,0.694,0.369,0.524
2.11005263142657,1.6456470660897926,0.6537240039159549,0.4979635605899014,0.1924404935666401,0.235889347990218,0.4287459002759739,0.2448664842949384,0.7449870806348541,0.642599839059651,0.2661549306356631,0.0748790572340611,0.766021094332735,0.2173604583636283,0.8976201820116145,0.5961826008533638,0.1201940772432676,0.5170833309591437,1.2149506609797307,True,1441.7,114.7,0.342,8.7,0.109,0.633,0.419,0.581
2.87331949538096,1.08825041165098,0.3225467229961142,0.8328952755521664,0.1811806577548699,0.6825957571547522,0.3114970375986861,0.5817913144821505,0.7655739291322041,0.452084071803125,0.593670926904877,0.1440030097878827,0.6676929172523047,0.5953306073547754,0.2964333843193799,0.3532642486138154,0.3355152783199073,0.9872334449420404,1.7669588320621787,False,1506.0,101.9,0.312,8.4,0.084,0.711,0.37,0.555
1.0974733697205,1.601771412761893,0.7186087604919033,0.3170077922330572,0.531774920713555,0.2054756105586063,0.8999897912470515,0.8365049038795609,0.1051732038070514,0.990288458824825,0.6540096870958965,0.5958195370414319,0.8789272922963828,0.4802250807142134,0.164228944163541,0.8831738023919274,0.4045171550010917,0.0490813509275357,1.043623535926973,False,1599.9,110.7,0.344,6.6,0.074,0.653,0.556,0.656
1.456320769335061,1.9118397660070408,0.4481650121080109,0.121237659679983,0.8830820549527332,0.984584775172915,0.320655026371677,0.0699823130219301,0.5910131428319728,0.1157601569315633,0.4691498376526324,0.8907415753175617,0.1718156044076969,0.0885981420875269,0.5942499781129656,0.2881832045989558,0.1700602213194363,0.7773155468220452,1.6901425700313664,True,1632.3,126.6,0.328,7.2,0.099,0.63,0.501,0.569
1.1147205824996167,2.106759149641655,0.8993201877894638,0.5784279707395567,0.6462288091706513,0.7406535061874271,0.1605893523281453,0.2236963283378205,0.1812822238946946,0.461638088279016,0.2705516244910783,0.936875853977328,0.5769029399558084,0.5134876442745123,0.4784179239300723,0.4569000473843243,0.1887002997823369,0.8491754606961885,1.8859357368322809,False,1562.3,107.9,0.357,6.5,0.082,0.651,0.552,0.622
2.661584130446621,1.029042237750985,0.2319327631199922,0.3101692754136741,0.6006414659574475,0.577569151803595,0.6592495983964236,0.7684675185477853,0.842944742634408,0.990871272536304,0.8055968130890372,0.1639197430924485,0.377798891837073,0.7637768897277093,0.8889420370923495,0.991917621786883,0.4502249458068755,0.5628110564221914,1.6281353929200286,False,1666.9,114.9,0.279,8.5,0.075,0.722,0.428,0.58
2.4000050518518714,2.801393008734074,0.2368065240091178,0.2985020511224217,0.8637978008073669,0.2068498025503809,0.4169605036836729,0.068623987969356,0.1404442535179334,0.644688142712018,0.4767968049185034,0.4278595962206636,0.8095794090309582,0.7235371301835767,0.766320171684778,0.6557658515769571,0.7967716148565928,0.4757478396867846,1.0190047355934917,False,1393.0,91.9,0.327,7.8,0.128,0.719,0.457,0.591
