Development Costs (thousands),Lead Times (weeks),Quality,Effectivness,Average Iterations,First Pass Yield,% Cost from physical Prot. / Test,Work Efficency,Average Consitency
1320.9488643059408,123.14821428568584,0.7705144207535664,0.2788831067371976,11.153846153846153,0.0,0.5464584749009422,0.5761889990032733,0.6415911620154865
1032.9463154646335,87.43809523814608,0.7039542005561785,0.35441275328920885,7.846153846153846,0.1780821917808219,0.5251001921115943,0.5521992580811395,0.6077985129003062
868.8473698403621,77.02440476194647,0.7132881061986818,0.4342364868824879,8.846153846153847,0.5205479452054794,0.4471063679181432,0.5276364869442767,0.6334587716296913
1125.0576762839528,105.57500000003186,0.7442033691895453,0.318811021913576,8.0,0.1917808219178082,0.5916626407240996,0.5372804011042206,0.728601867407191
1043.8022062098566,90.17142857148173,0.8694062673496645,0.35512954199090674,9.0,0.0547945205479452,0.5470690046486452,0.5422716786534095,0.6539731594457068
1274.8122295695173,132.31607142851075,0.7950919367547226,0.2911360700254108,9.0,0.0684931506849315,0.5923894389202513,0.5458427530765476,0.7017543936126509
1062.8374316109239,103.30892857146847,0.7760042488202125,0.3508741119183087,8.923076923076923,0.2054794520547945,0.4920495155515901,0.538960484765074,0.6520004150933509
1387.0245266212612,137.45059523801666,0.8089852966272173,0.2571292830737118,8.076923076923077,0.0136986301369863,0.6361057836532827,0.5566640063841142,0.6795077452611042
1306.583938972254,133.04345238088942,0.8204389355506818,0.2663127787471084,9.076923076923077,0.0273972602739726,0.5900633444523758,0.5633763172240046,0.6830606252028208
1135.868920361685,107.2964285714548,0.7620491818529554,0.32568050791791664,9.307692307692308,0.0821917808219178,0.5315436675645514,0.5132143483732013,0.6901300460761939
1366.7217754603744,122.60892857140104,0.7465142112657518,0.2667859372746352,9.23076923076923,0.0,0.6197297668599454,0.5476118901516531,0.6745347904542974
1017.7069656240182,95.00297619053342,0.852904328933494,0.3696771949583924,6.615384615384615,0.0547945205479452,0.5807000713968041,0.5218340611351489,0.6758463254801175
1514.3381701272128,149.61428571416457,0.831176551213209,0.23797274073405217,11.076923076923077,0.0273972602739726,0.5985188524015257,0.5609729829519278,0.6712430566372971
1490.200243537243,139.46309523800954,0.7850737941874006,0.24492940231299365,7.923076923076923,0.0273972602739726,0.6737080759929696,0.5545961538457123,0.7003162582992618
1461.0171307240653,132.61488095231869,0.8726488784641033,0.25607835473425017,9.923076923076923,0.0547945205479452,0.5941832778488264,0.555400718933773,0.7217609709585869
1846.4058131846061,165.1803571426827,0.8863456673204533,0.20472774878730934,10.461538461538462,0.0,0.6832858634876057,0.5634151167384637,0.7038791132900644
1769.639251354891,156.31071428557053,0.7696387264207617,0.2066974919430676,10.307692307692308,0.0684931506849315,0.6550033293232285,0.5899033714767595,0.680869875174079
1617.0698326281477,157.4291666665191,0.7798737238938623,0.22639210305321003,10.0,0.0136986301369863,0.6358716245936595,0.5719217867946048,0.6818748362607053
1358.7267484908634,148.2874999998843,0.8302768903071478,0.27122750627001857,8.692307692307692,0.0,0.6141408693661258,0.531533700136925,0.6613548818803445
1323.1563102804241,116.45119047618465,0.868623980814189,0.2766701817503018,10.0,0.0136986301369863,0.5790317183034296,0.5557272162413792,0.6560990607758309
1771.5431783150484,148.45892857131176,0.9006657654539804,0.20688665178662485,11.076923076923077,0.0684931506849315,0.645915061390288,0.5633384134831215,0.690226141801915
1436.5011733679253,130.32619047613656,0.8773987234030962,0.2563647469657574,9.23076923076923,0.0684931506849315,0.6179410643644957,0.575537812488437,0.6837095778237643
1031.5679849752162,95.45476190481973,0.8559925051310787,0.35840493571941184,10.23076923076923,0.0684931506849315,0.48454944332276,0.5562882380937815,0.6731020987457718
1198.2957978139257,116.43333333332777,0.8021670038144112,0.31278999252532264,10.615384615384615,0.0684931506849315,0.5318513972557806,0.5574879227046212,0.6028515493151597
1027.1292161962908,93.43392857148459,0.8512616863894104,0.36028942328159935,7.0,0.1095890410958904,0.5941860766246424,0.5394728264410925,0.6958171928058617
1507.579781465795,133.5821428570776,0.8106893071709775,0.2443128768986333,8.76923076923077,0.0410958904109589,0.6497710669966161,0.5450087746457873,0.7398370699412545
1299.8563017885422,119.03333333331904,0.7524819898706965,0.2856427250306419,8.846153846153847,0.0,0.6089802908263634,0.5309372238547574,0.6508007179016244
878.8993078590576,83.02380952385643,0.7759103312426004,0.42936061779068935,8.615384615384615,0.2328767123287671,0.4637145858275298,0.5272004477118267,0.6770161052577741
826.8437728139351,76.43630952385082,0.6551033604258871,0.44514501891553476,6.3076923076923075,0.3287671232876712,0.5205387270127103,0.5157281026845699,0.6953152275298785
1453.428413583403,126.57678571424479,0.8690837981275755,0.25189123811888564,9.538461538461538,0.1232876712328767,0.6354243687893617,0.5571852627896547,0.6818004206927135
973.8698742917402,83.3071428571901,0.7984087841565036,0.3859848876928285,8.153846153846153,0.1232876712328767,0.5422067858312648,0.5284565852094435,0.7011655034997476
1300.9583334541376,115.44523809523582,0.7452099070700016,0.28320668015917544,9.0,0.0547945205479452,0.613594419824549,0.5364503116973222,0.6011768945240842
833.7118323619135,73.45416666670543,0.7439286816284426,0.4566152963357847,8.384615384615385,0.5616438356164384,0.44997854891330646,0.5492687702691331,0.6508648956030743
1137.518358214709,109.5767857143037,0.7279236519747316,0.3208189642680514,8.76923076923077,0.1232876712328767,0.5615649483033305,0.5484526183612534,0.7059270423464733
1542.675898048314,146.17678571417716,0.8634750069559074,0.23981929724281104,11.076923076923077,0.0,0.5966455163670882,0.5848208054827163,0.6341607303485147
1308.8964449840394,122.1744047618794,0.7571168192026423,0.27826250234692035,8.692307692307692,0.0410958904109589,0.6229423283908501,0.5496540187053424,0.6372120892430696
1438.3996558621202,120.59702380950338,0.7210826799096405,0.2559803136085311,9.461538461538462,0.0958904109589041,0.6294069706976906,0.5642867352766986,0.67098982715711
982.8666396582136,103.17202380956431,0.7668815768082565,0.38173973075599915,9.0,0.0684931506849315,0.4646039111053993,0.5455047866929463,0.6346220045775135
1068.2736474491026,90.31964285719621,0.7079170692381724,0.3533949390040751,7.846153846153846,0.1095890410958904,0.5602432322744227,0.5436860673666324,0.680284126239149
853.0682116853927,72.0208333333707,0.6436591678747158,0.4455015387091175,6.230769230769231,0.273972602739726,0.5349734650879887,0.4995244730496942,0.6062769410029474
1671.468139467579,158.1851190474688,0.8609169380437927,0.223882256613155,11.076923076923077,0.0136986301369863,0.6393595611456319,0.5431010398874289,0.6454897307148104
2001.955941751366,186.44821428546598,0.8439872974234097,0.1885291145471685,11.76923076923077,0.0,0.6626173559906282,0.5919288330103011,0.7554480418473071
