Development Costs (thousands),Lead Times (weeks),Effectivness,Average Iterations,First Pass Yield,% Cost from physical Prot. / Test,Work Efficency,Average Consitency
1431.649941273964,110.57440476191931,0.2710253492238118,8.307692307692308,0.0684931506849315,0.6554329223153894,0.440052818471761,0.6139882736964992
1675.555429416573,134.15833333326663,0.2389003315303846,9.461538461538462,0.1232876712328767,0.6915750600597653,0.41827399237835483,0.5326611847887716
2182.801946168617,186.32678571403778,0.18190164928621197,12.153846153846153,0.0684931506849315,0.6918755887658625,0.44248869835170573,0.5662696508629966
1980.9574253167875,149.15773809511944,0.1997685033927873,11.153846153846153,0.0410958904109589,0.6945224606626355,0.4227602401753124,0.5546851948311127
1295.9228373756596,97.01428571434471,0.3090605090950212,8.923076923076923,0.0136986301369863,0.6402178045017947,0.3866889957319269,0.5467689522273562
1296.9157100129783,119.012499999986,0.30087072264421577,8.307692307692308,0.0410958904109589,0.6270146620249581,0.39718544424968166,0.565267726645279
1281.409371719475,96.44047619053484,0.30771007463217165,9.076923076923077,0.1095890410958904,0.5969970145058422,0.39855226046219505,0.588895098975869
1646.956035794592,121.45238095235779,0.23248595597690574,9.076923076923077,0.1232876712328767,0.6658894652514581,0.43653883589587167,0.539978454482842
1736.2220123828226,124.03749999996832,0.22565208245658913,10.384615384615385,0.0821917808219178,0.6613040184936675,0.43262914697244936,0.5982180353481994
1226.1658609064682,99.03452380957879,0.3363197366582436,7.461538461538462,0.0,0.6294678902095105,0.3843133571291622,0.5528923310938754
2025.623111069875,150.4482142855907,0.19628545986483237,11.923076923076923,0.0273972602739726,0.693911250533019,0.4352212029718837,0.5820504286797217
1805.7899142914423,124.03154761901602,0.21974823621337455,10.846153846153847,0.0684931506849315,0.6670236074878583,0.41424598930412093,0.5468378835994951
2204.73997759493,218.45535714249786,0.18141644766542311,11.0,0.0136986301369863,0.7093558359447532,0.4325067340527217,0.5488604539998065
1325.9115458135095,104.47142857146403,0.3081283285026014,8.461538461538462,0.0136986301369863,0.622728061566471,0.4053712480248728,0.5375726558539627
2029.4274444430387,184.44285714261582,0.18861025411107402,11.538461538461538,0.0136986301369863,0.700665006780821,0.43018878893065776,0.6040279267016115
1411.0493748414099,100.60476190481066,0.283593553427725,9.0,0.0958904109589041,0.6535610883570323,0.4161955231018757,0.6015982953943129
1784.188673176985,141.5904761903831,0.22067921749860156,10.307692307692308,0.0958904109589041,0.6917815765503273,0.41625085685990837,0.5229063418032164
1487.751307674912,119.03035714284289,0.26116571927207977,7.230769230769231,0.1095890410958904,0.6769153799127349,0.4315833591482573,0.5990327274615629
1797.2571693216114,136.58095238087677,0.22576175842462376,10.384615384615385,0.1095890410958904,0.6952608081624246,0.39781623080127043,0.5575795232007592
1857.7997917567243,133.3202380951739,0.2116926536284979,11.615384615384615,0.0821917808219178,0.6637931853721242,0.4064226566436125,0.554961502875903
1204.967668903419,80.32797619052091,0.33660788074411996,8.538461538461538,0.0958904109589041,0.6013624198532206,0.4009569037578702,0.49528994852229935
1094.6188315819145,83.16607142861851,0.3638255749023298,7.076923076923077,0.3972602739726027,0.6103728848660243,0.39036648805078067,0.5857357239979887
1227.1477046956607,95.4720238095817,0.31982022337689286,7.153846153846154,0.0136986301369863,0.62579896342694,0.39474412171475926,0.5406303432390893
976.4464702201964,64.44047619050711,0.423016310771446,7.153846153846154,0.2191780821917808,0.5779147162633634,0.35372613036688483,0.5900494058240446
1127.7271151685393,78.31130952385244,0.36793113460525195,8.076923076923077,0.1780821917808219,0.5912121710973642,0.3530591268299588,0.5438134391246064
1437.5348596505796,103.33154761908719,0.276931426134641,7.846153846153846,0.0958904109589041,0.6518689423730519,0.40536036189200414,0.5652708547431252
1649.3121515304408,120.18869047617184,0.23736297532979309,10.384615384615385,0.0547945205479452,0.6618188441878443,0.43849146486641133,0.6243317599876903
1752.3622707590819,143.04702380942615,0.22737929286500103,10.307692307692308,0.0410958904109589,0.6752236294969973,0.4206273985792885,0.5585761402774047
1465.10171892816,109.4553571428755,0.27910822882872427,9.692307692307692,0.0821917808219178,0.6547468197354859,0.38493467835244893,0.6206609209589392
1306.1118660121542,100.17142857147948,0.30771525154096707,8.307692307692308,0.0410958904109589,0.6277553748500274,0.41173253352111877,0.5798852548063015
1895.1393748951587,169.60595238076206,0.20967475326917126,10.307692307692308,0.0,0.6883826625774166,0.4197649921360773,0.5476819807586045
1664.545177045341,139.29345238086776,0.23533676821135643,9.153846153846153,0.0,0.677756356701254,0.41131309285817624,0.532046623322682
1037.1761208956925,74.18869047622984,0.39617853136440545,7.230769230769231,0.2465753424657534,0.5808257363623673,0.37051815009993916,0.5604741507016366
1768.572808832864,141.31547619038435,0.21642250648651795,10.076923076923077,0.0273972602739726,0.6639885878043031,0.43047365417469224,0.5649452038653019
1379.0509972901766,103.01726190480328,0.2923458060322401,8.153846153846153,0.1232876712328767,0.6435858321463945,0.4225541288342867,0.5525896187295153
1512.8155221638372,110.15416666668318,0.26518816052097355,8.153846153846153,0.0821917808219178,0.6707279869273451,0.4210470817731819,0.5364240316213378
1198.7921105526727,101.43571428576065,0.3453607418956169,6.615384615384615,0.0273972602739726,0.6487566673457059,0.37975283294488205,0.5772613008553844
1949.0799569355831,149.5744047617842,0.20157607825752355,10.076923076923077,0.0410958904109589,0.7046426079663299,0.4293990858638962,0.6282646245971617
1024.985790987981,71.32559523813215,0.39840008909020797,7.0,0.5753424657534246,0.561283382563785,0.38975913761129977,0.5941729763355187
1712.201723188034,148.16785714274178,0.22731227057621664,10.23076923076923,0.0,0.6625042412625272,0.43027675586496833,0.6007360200130045
1350.6071211741203,101.60238095242627,0.29240384485011883,8.538461538461538,0.1095890410958904,0.6273226313179595,0.4236495547222289,0.5305892378402158
2027.7213451610962,153.02321428558233,0.20176909886494648,12.384615384615385,0.0547945205479452,0.6841988262605208,0.42515205573665005,0.5489778930417679
1505.8415989334185,129.04523809518898,0.2647628148581571,8.923076923076923,0.1095890410958904,0.6425659377574305,0.41969439728298974,0.5402885188538894
1202.797541183428,77.15833333337518,0.3443875929575247,8.76923076923077,0.0410958904109589,0.557250515031916,0.41609245022946423,0.4993987497037422
1568.0113836510677,118.46488095236799,0.2569092067685399,9.384615384615385,0.0,0.6409484248623823,0.44033363217154,0.5432477280713314
1328.9492261169923,105.59345238098398,0.30602061212618376,7.6923076923076925,0.136986301369863,0.6480171899322777,0.4144525924011741,0.5184754938307522
2223.508539689683,191.33333333306797,0.17926863479561816,11.461538461538462,0.0136986301369863,0.7097491695937229,0.4463584637261239,0.565769585779529
2432.2308480087963,222.04345238058107,0.16080783482495464,13.307692307692308,0.0547945205479452,0.6987332131981565,0.4497591782562951,0.6006787624159341
1354.1852604804737,88.00773809528927,0.30561099710444056,10.384615384615385,0.1232876712328767,0.5782349603494255,0.4348477284068156,0.49115267048887495
1325.5590770489691,100.4494047619544,0.28876746251768487,7.846153846153846,0.0273972602739726,0.6449751984328579,0.40042118453759384,0.5686863464256097
1934.6157819958269,163.17440476173735,0.20152622027793443,10.538461538461538,0.0136986301369863,0.7019111327137052,0.4440148444893521,0.6122191267843289
1156.7810839795889,84.03809523814306,0.34914530610920047,7.769230769230769,0.0958904109589041,0.6081711047133882,0.38728458313891545,0.6163191887643555
1434.4176179004069,111.00595238096619,0.272473017123922,9.076923076923077,0.0273972602739726,0.6543895408790034,0.40073376136032574,0.5931505236061985
2442.24022123534,227.1482142853255,0.15882404938310904,12.23076923076923,0.0547945205479452,0.7436034521703455,0.461282688792975,0.6281857218837594
