Name,DOE,Number,Mean Cost,Mean Lead Time,Mean Quality,Risk,Effectivness,Average Iterations,First Pass Yield,Rel Cost Physical,Work Efficency,Average Consitency
DOE4-33,DOE4,33,1703.5,143.6,0.805,65934,0.282,7.5,0.082,0.635,0.608,0.648
DOE4-20,DOE4,20,1649.3,138,0.806,52629.5,0.239,9.5,0.071,0.698,0.355,0.532
DOE4-18,DOE4,18,1762.2,142.8,0.816,57075.7,0.275,7.9,0.066,0.623,0.6,0.625
DOE4-27,DOE4,27,1387.8,115.8,0.807,19462.3,0.255,7.3,0.076,0.759,0.482,0.705
DOE4-11,DOE4,11,1842.9,178.8,0.805,191121.2,0.265,7.5,0.071,0.603,0.631,0.637
DOE4-29,DOE4,29,1298.1,106.7,0.813,12112.7,0.295,7.9,0.096,0.707,0.469,0.649
DOE4-16,DOE4,16,2162.2,213.7,0.803,293164.8,0.25,10.2,0.074,0.5,0.551,0.56
DOE4-42,DOE4,42,1279,103.7,0.816,12171.5,0.29,8.3,0.09,0.711,0.423,0.636
DOE4-89,DOE4,89,1377,109.2,0.807,13742.2,0.26,8,0.069,0.731,0.481,0.662
DOE4-45,DOE4,45,1188.3,95.6,0.817,8192.3,0.312,8.5,0.122,0.703,0.43,0.609
DOE4-9,DOE4,9,1168.8,97.5,0.807,7451.2,0.294,7,0.107,0.74,0.502,0.737
DOE4-73,DOE4,73,1957.5,164.5,0.806,118720.2,0.251,8,0.075,0.634,0.601,0.61
DOE4-87,DOE4,87,1494.5,126.4,0.806,34731.2,0.278,8.6,0.111,0.664,0.405,0.588
DOE4-80,DOE4,80,1828,155.9,0.803,91160.5,0.257,7.6,0.068,0.647,0.636,0.688
DOE4-7,DOE4,7,1767.4,147.6,0.804,78487.5,0.273,7.9,0.08,0.64,0.616,0.615
DOE4-74,DOE4,74,1618.6,133.8,0.805,46389.1,0.294,6.8,0.08,0.635,0.622,0.723
DOE4-28,DOE4,28,1730.7,143.7,0.806,68533.5,0.28,7.9,0.086,0.628,0.612,0.62
DOE4-17,DOE4,17,2256.7,185.7,0.803,202743.2,0.243,9,0.071,0.582,0.488,0.534
DOE4-19,DOE4,19,2054.8,170.4,0.802,138883.5,0.244,8.4,0.07,0.629,0.579,0.577
DOE4-26,DOE4,26,1350.6,110.6,0.812,15286.8,0.278,7.8,0.079,0.717,0.489,0.652
DOE4-21,DOE4,21,1812.5,152.7,0.806,203649.1,0.274,7.8,0.078,0.622,0.592,0.626
DOE4-6,DOE4,6,1337.4,110.8,0.817,15730.8,0.27,8.4,0.092,0.717,0.465,0.678
DOE4-75,DOE4,75,1628,136,0.815,48846.9,0.246,8.6,0.074,0.697,0.363,0.587
DOE4-81,DOE4,81,1435.3,130.5,0.811,38181.2,0.279,8.9,0.078,0.632,0.421,0.604
DOE4-86,DOE4,86,1323.6,121.7,0.819,37729.5,0.308,8.9,0.101,0.615,0.473,0.653
DOE4-72,DOE4,72,2209.5,188.7,0.804,196707.1,0.236,9.5,0.066,0.609,0.524,0.51
DOE4-44,DOE4,44,1698.9,133.3,0.81,45893.2,0.256,9.6,0.073,0.643,0.368,0.541
DOE4-8,DOE4,8,1371.5,125.4,0.81,33187.5,0.311,9.8,0.115,0.565,0.47,0.571
DOE4-43,DOE4,43,2574,263.1,0.806,599626,0.23,10.2,0.065,0.486,0.5,0.505
DOE4-88,DOE4,88,1619.2,128.7,0.814,36985.4,0.262,8.9,0.08,0.67,0.393,0.544
DOE4-145,DOE4,145,1881.1,153.1,0.802,87150.0,0.286,7.9,0.079,0.6,0.503,0.572
