Development Costs (thousands),Lead Times (weeks),Quality,Effectivness,Average Iterations,First Pass Yield,% Cost from physical Prot. / Test,Work Efficency,Average Consitency,Seeds
1389.8124462805058,108.03214285716669,0.8522057376313905,0.2546390890296516,6.846153846153846,0.0547945205479452,0.7355766598309804,0.4935268732836458,0.6237033615856595,3766032177
889.3743129778042,76.17380952385057,0.646289346681946,0.42444081827592245,5.076923076923077,0.7534246575342466,0.6685869221452372,0.49610161322348445,0.6556913781050813,1589306876
1579.168074866972,124.1648809523488,0.8380643383370283,0.229133628919751,10.0,0.0273972602739726,0.7301349383634275,0.4976489506785886,0.6551090606448196,450025436
1700.260385595605,143.00654761895055,0.8632787513393335,0.20459870839889974,8.307692307692308,0.0,0.741527220966262,0.5103290570129194,0.6704856913860788,1376256221
1321.1101272453395,111.61428571429622,0.7491033022453915,0.2742125329442093,7.0,0.0821917808219178,0.7187257955987623,0.4653534998240476,0.6200529069264009,3211407946
1432.2757907243663,131.30119047613348,0.8557216268593217,0.25325930934647833,8.0,0.0,0.7295156985462397,0.50810192819284,0.6589259466183511,4085401663
1278.660215945265,100.60714285719158,0.8588130966539169,0.2885123268937936,7.384615384615385,0.0547945205479452,0.7132456509677234,0.4828749173939623,0.6261910613925362,3340391883
1463.3177937403389,113.17380952381535,0.7546650871619983,0.239804790486077,7.153846153846154,0.0,0.7367007127420016,0.48295602960371636,0.6380791736270682,3057811149
1501.7402140411289,124.43571428568096,0.8775792814760204,0.23784669945438264,8.692307692307692,0.0821917808219178,0.7299695960789055,0.5147377500997231,0.6786402689038512,1971828768
2167.8009160508714,179.31964285691927,0.9023877051236162,0.16948620077562565,9.384615384615385,0.0,0.7830176721360899,0.5442847496860823,0.7410040746192295,1881338053
1291.8392395820783,114.59702380952417,0.8396566962125104,0.2810226673693651,7.538461538461538,0.0547945205479452,0.7087026440604758,0.5086787185663203,0.6643898133237548,3519850118
2005.7857112314964,164.04226190459156,0.8740402788996602,0.17780361713841755,9.923076923076923,0.0547945205479452,0.7689558141447428,0.4968935019365253,0.6675538265790238,3422404129
1560.5803212325984,132.46071428565287,0.8524306918701394,0.22177251539840986,7.846153846153846,0.0273972602739726,0.7350981134087692,0.5146690782138404,0.7005012238809657,1360543860
1608.6973793920388,120.01607142855391,0.8576768071156223,0.233399589357988,7.615384615384615,0.0684931506849315,0.7563359050059422,0.4654609447882437,0.6632903817287047,3584446180
1046.3311192423234,78.1886904762333,0.8052913447977403,0.3572292249847304,6.0,0.1232876712328767,0.6924245499983925,0.4839996890629299,0.5871822907668167,1721070135
1464.5328425348096,127.14702380948152,0.7556817081308855,0.24231382888412747,7.3076923076923075,0.0958904109589041,0.7444815205107238,0.515699333967601,0.6276331656789017,1451453334
1369.0694741493678,125.58749999996239,0.8017619669472658,0.26394809778872785,8.384615384615385,0.1232876712328767,0.7405520978567174,0.5025169027292467,0.6543119720934482,402620248
1163.358720554797,91.29702380957795,0.7127889403886896,0.3131070084871139,6.384615384615385,0.0136986301369863,0.7259744354631168,0.48459634525266326,0.6609599325465308,4097259010
1297.1560993892388,109.45714285716119,0.8364653143222155,0.2768310133990695,9.23076923076923,0.0410958904109589,0.6546596993356918,0.49216361223785804,0.6032527638446177,990294530
1380.8206246594657,135.00833333326395,0.8383587788399894,0.2516028294965568,6.923076923076923,0.1095890410958904,0.7352495464428269,0.5026839352200599,0.699533104330683,1628154241
1575.722121002721,133.14880952374642,0.8477401591618748,0.22440422259184467,7.153846153846154,0.0547945205479452,0.7464168050873531,0.5009543385697541,0.627747754518711,3049229754
1299.4381932480017,109.17083333335306,0.8623767730877024,0.2828225174879269,7.153846153846154,0.0273972602739726,0.7286433726543123,0.46964899583858466,0.6895498062645591,630044086
1604.3533316691432,129.1648809523315,0.6857943784333645,0.22478468293478027,8.307692307692308,0.0958904109589041,0.753463244211011,0.481455520049256,0.7038342488717304,3388203031
1730.137686999183,143.46845238085274,0.847992572385099,0.20758301264131176,9.461538461538462,0.0,0.7446537185134176,0.49080097675503315,0.6921312667663907,1736369871
1308.6187370623843,103.02261904766034,0.8945233183337484,0.27382103756413323,7.153846153846154,0.0821917808219178,0.7144855054945906,0.45704496072187034,0.6418138664379152,3021379444
1224.0982971325582,91.44404761910194,0.86781206910942,0.2992610491415282,6.923076923076923,0.0547945205479452,0.7202451777264678,0.46895115939611026,0.6531783950808026,3422227130
1020.0633302656978,73.59285714289607,0.8049205177553971,0.3576140044645629,6.538461538461538,0.0547945205479452,0.661610111520641,0.47880420276152397,0.676542137686437,2306928848
1257.6689204677568,92.47083333338863,0.6985130665449658,0.29143151027906766,6.6923076923076925,0.0958904109589041,0.7185537513131873,0.4629789358997496,0.6592094027914402,3816498544
915.6723606742912,75.60297619051688,0.6886135431671219,0.39794839451672703,5.461538461538462,0.136986301369863,0.6609538582299155,0.45061854095621895,0.5670953411163657,1258974901
1241.5562106279672,87.0196428571932,0.650515156490076,0.30511855905143415,7.076923076923077,0.2191780821917808,0.7331555031267818,0.46188307692322206,0.6073656666232202,8127756
1439.2877058337863,114.33273809523953,0.9244199878922569,0.24664752614500915,7.6923076923076925,0.0,0.744382954739679,0.507293878681561,0.7303504859831678,3432262996
1482.5228074037236,119.4744047618882,0.8244480684588549,0.2405124622524087,7.615384615384615,0.1095890410958904,0.7221782226733447,0.5171194680020595,0.7017847940817928,2266965751
1496.7578709860447,131.024404761849,0.8342313705803539,0.2353817627968952,7.230769230769231,0.0821917808219178,0.7501159398298335,0.4734783979815316,0.6733089260081363,302927949
1143.8166404783292,91.1744047619588,0.7224631924424706,0.31847819584849707,6.769230769230769,0.1232876712328767,0.694992901360764,0.49152665825009867,0.6545974674713729,819498287
1280.818864094213,96.60892857148748,0.8228450122154324,0.2778067340767565,7.3076923076923075,0.1232876712328767,0.7185652936175779,0.5090075180860155,0.6913017412440574,3186449010
2230.7590347493156,192.4749999997305,0.8969012352965439,0.16043421326712745,11.615384615384615,0.0273972602739726,0.7677629591600114,0.5059490823737408,0.6777720833132067,3028868650
797.275782363683,56.00178571430915,0.8114817276919443,0.460343895317419,5.0,0.0136986301369863,0.6492494163823175,0.45399936768907484,0.6704142939946471,580596132
868.5652677281663,67.16309523812845,0.6545054500662901,0.4077787149210631,6.076923076923077,0.4931506849315068,0.6367570414024324,0.44703853068377747,0.663485619812681,3775532323
1040.4503486646147,88.29226190481343,0.6839735994942253,0.3526519027031128,5.461538461538462,0.136986301369863,0.6988167123655076,0.4982583955969448,0.6797727817331624,1561386373
1072.2973626718485,83.6071428571905,0.7132167180071305,0.3311167733515716,7.3076923076923075,0.1506849315068493,0.6886643740659846,0.5047780517880555,0.7136229797985488,2508122474
1479.4513851850882,113.47321428571853,0.8898125529831582,0.24116238621193228,8.0,0.0273972602739726,0.7384517285670779,0.503597594313713,0.688905993241081,134646597
1648.560158673542,130.4624999999455,0.8285370350423957,0.22198694194429852,8.846153846153847,0.0684931506849315,0.7620745842914397,0.49708229640420354,0.6729584845438726,226500154
1473.2858003272602,136.29583333325908,0.8576664155614119,0.24209145300085924,7.769230769230769,0.0958904109589041,0.7374660857748224,0.504149156302491,0.6781149522167146,45035351
1420.3432368311553,111.17023809525091,0.8545977709107974,0.25177418399360263,7.461538461538462,0.0,0.7379441881498112,0.4774136599359213,0.7124953688454738,15387646
2031.848545987165,165.57321428553828,0.9008589578643486,0.1777964592190998,10.23076923076923,0.0547945205479452,0.768905632129246,0.5223483933312528,0.7281613315028721,3489550792
1411.3002253368663,108.03333333335715,0.8693590421844449,0.2591156216018036,7.6923076923076925,0.0821917808219178,0.7239218624502416,0.4821956878018106,0.6325556346440604,1669838474
1511.6557061252588,129.439285714235,0.7497206804105119,0.24308275713270447,7.769230769230769,0.0,0.7421059689662329,0.49838424081442967,0.6802908490686451,3012756400
1080.3406970898138,72.29940476194244,0.7443292062890531,0.33450373064144073,6.769230769230769,0.0821917808219178,0.695590924085096,0.475423813822995,0.652919166511615,813120239
1738.1936170018755,164.3124999998285,0.800128940891782,0.2069239837823805,8.923076923076923,0.0547945205479452,0.7505907270354395,0.5256977636156168,0.6364724976896925,1096440567
1229.6393948403497,107.43095238097803,0.8482031725478351,0.2967245767399458,6.923076923076923,0.0958904109589041,0.6933957114738907,0.48029034303319396,0.6175147370144116,2290390993
1031.7176759927427,81.17857142861682,0.6934453834017457,0.3447340200825952,5.615384615384615,0.0136986301369863,0.699283441270754,0.4537492317149658,0.6505642577817816,529911742
1568.243349948557,128.15892857138266,0.8800973658516835,0.22799274877499892,7.923076923076923,0.0273972602739726,0.7462253106035907,0.5119973989377544,0.7162009252021014,945709637
1133.1310280293505,86.17797619052591,0.6757441534908639,0.3183464987823962,6.076923076923077,0.0958904109589041,0.704396761000296,0.48844701736736984,0.5897552003467842,882908123
1612.4208552593861,136.32738095230624,0.7259267249548962,0.2161338646064963,8.615384615384615,0.0273972602739726,0.7473296347107412,0.49669911837191155,0.6454646263275414,3942111200
1911.6956667889192,171.32857142837543,0.8973819672241087,0.18959637422390097,9.153846153846153,0.0,0.7722503818380203,0.5239319579568252,0.6807745637634854,807758103
1413.1152310641783,121.4749999999765,0.891777754235737,0.2530350226810055,7.538461538461538,0.0547945205479452,0.7153736617338226,0.5185520557099043,0.7130716598750629,1642121706
1189.9206141040124,99.28630952386361,0.8698384679945318,0.29840826584741437,6.461538461538462,0.0273972602739726,0.7128166719361039,0.5080796312244918,0.6860525762869367,1820113885
843.9790449856541,63.324404761934744,0.8410561973146791,0.4289096198214778,5.230769230769231,0.0684931506849315,0.634825328491819,0.435697465373767,0.5642903415233301,2474196916
1270.4510699592406,95.60952380958186,0.8591809031037817,0.2858798763588289,7.230769230769231,0.0821917808219178,0.7069730013997271,0.48169014084501277,0.6747235619942086,3353886202
1152.4068672154312,84.04107142861926,0.6940520412579078,0.31576786604492313,7.0,0.2328767123287671,0.6993832369738386,0.46997088655151953,0.6661734383674829,1545304586
1662.1515709188977,141.57321428562145,0.8338561891105111,0.21193973709186983,9.615384615384615,0.0684931506849315,0.7228092537005282,0.5029941236820543,0.6129634640964926,2214985194
896.2156067094743,74.18869047622984,0.6744131715401456,0.399724601048821,6.6923076923076925,0.4383561643835616,0.6452951192329963,0.45706646294896736,0.6409653985229061,4248213657
1434.9090729225086,115.32857142856946,0.9140229585385213,0.24905337444145387,8.0,0.0273972602739726,0.7284242374498023,0.49555584460618024,0.6983451503571991,3334916631
983.090686243609,78.17261904766181,0.6993818273375877,0.3708074856146054,6.615384615384615,0.1232876712328767,0.6519360809634283,0.47897807765275324,0.6155252117388833,112219693
1031.7015602036947,82.4446428571894,0.8226464679195821,0.35504520556990654,6.461538461538462,0.0958904109589041,0.6665370465898839,0.48000963391147583,0.5779777234810852,3970528533
