Development Costs (thousands),Lead Times (weeks),Quality,Effectivness,Average Iterations,First Pass Yield,% Cost from physical Prot. / Test,Work Efficency,Average Consitency
1243.105033029411,96.3226190476776,0.8486918566805919,0.2766312893080582,6.3076923076923075,0.0547945205479452,0.7512930193593428,0.45575377910951825,0.7072972831917603
1557.3943473166466,125.16964285710716,0.8779635770781584,0.2187565371527885,8.076923076923077,0.0273972602739726,0.7683687020055181,0.47317744154061536,0.7307095416751705
931.1148191747201,60.574404761932364,0.6982279142886324,0.37497656982198196,6.076923076923077,0.3561643835616438,0.6872456323860844,0.4197580109029745,0.7037868143222763
1260.1511822034686,106.29642857145825,0.7168277931901752,0.27769209197969075,8.0,0.0273972602739726,0.7329291393902432,0.4294043153091805,0.6013797269237506
1644.415953681639,137.00238095230475,0.8107827928154142,0.21148988558907966,8.384615384615385,0.0,0.7690260746967694,0.46067292266436044,0.6829547792699411
1294.7036020279324,96.3107142857728,0.8544579889926507,0.270750020403023,6.6923076923076925,0.0136986301369863,0.7546141981507969,0.4490524145588781,0.686300971371766
1308.3556308366174,108.01071428573843,0.8144667026870172,0.2675609985361502,7.230769230769231,0.0136986301369863,0.7487630278004584,0.4819827964767823,0.6834048507240129
1330.587540496289,110.18571428573034,0.719245655179261,0.25540833409017083,6.769230769230769,0.0410958904109589,0.7692715451702593,0.4492110320190011,0.6927067034231336
1677.9045826251333,141.17619047609926,0.84320818093528,0.2077425769231939,8.153846153846153,0.0273972602739726,0.7712864429882733,0.4705777061797515,0.6432463478369105
1253.1588526397857,100.61130952385818,0.8056393163787541,0.27484772978946087,6.615384615384615,0.0821917808219178,0.7446331773258862,0.43755195853113016,0.6008068428846207
1643.1155197574124,152.60357142844003,0.7438600801442191,0.20909839179407852,8.076923076923077,0.0,0.7746427937361797,0.4436477705578914,0.6615467525935121
1506.6277185583237,120.17440476188634,0.8767949763027623,0.229169548577246,8.23076923076923,0.0410958904109589,0.7660744120280684,0.45984102214000316,0.605992007282037
1473.2001826668609,118.02499999998929,0.8324635512638753,0.22922735872026606,7.538461538461538,0.0821917808219178,0.762606549292426,0.45889926428982525,0.6795021070352382
1764.0402700449263,149.14583333321485,0.8981151803495064,0.19176909611988754,8.76923076923077,0.0821917808219178,0.779270910687542,0.490726919075368,0.656886807545588
1965.5387252390296,169.1595238093358,0.895296919246784,0.17335576173298872,10.846153846153847,0.0136986301369863,0.7865998755958798,0.4858529555134664,0.6722795088662165
1913.0661618748877,174.43095238074588,0.8839052179251569,0.17666280829815426,8.76923076923077,0.0684931506849315,0.7838129255758101,0.4871268461294776,0.6685968548625382
1304.8090059934473,93.33214285719885,0.8621361953943919,0.25587226523913065,6.538461538461538,0.0821917808219178,0.7423923807683565,0.453953234915436,0.682558427208266
1507.1013841535937,131.15535714280088,0.7374717372608197,0.230723155251213,7.461538461538462,0.0410958904109589,0.7669341479423893,0.43769813921435896,0.614737921227362
1108.697491053203,95.29464285720044,0.7279407153058232,0.3104637911924885,5.769230769230769,0.1095890410958904,0.7398099860512749,0.4099703324291012,0.6645564561182628
1219.937696230626,102.45476190480453,0.7592125232795726,0.2772861356930943,6.846153846153846,0.0547945205479452,0.7384001770319291,0.4590764205370229,0.6993733454036748
2058.648793173096,183.47083333309507,0.9281745355922821,0.1620984958159488,9.307692307692308,0.0136986301369863,0.797674081850775,0.5111028867504201,0.6823605972123775
1381.2254754987036,99.5880952381477,0.9006571453212834,0.24774174440968208,8.076923076923077,0.0958904109589041,0.7495003375703524,0.46230751006878146,0.6749723704011039
2115.357735013982,185.6077380949923,0.8767821408110533,0.15998816028384003,10.307692307692308,0.0410958904109589,0.7990931842165686,0.508153204398735,0.7300620748201739
1336.5144506450156,107.57321428573925,0.8166548452357959,0.255008874870519,8.153846153846153,0.0136986301369863,0.7532773391556861,0.45010488462706083,0.5746803833665096
1857.8857175539126,157.0053571427116,0.8372370751404936,0.18828550878225758,9.23076923076923,0.0136986301369863,0.7981020968346444,0.4514523006853642,0.6643165918848505
